web_scraper_order,web_scraper_start_url,pagination,smaak,€dag,eiwit,vet,data,kcal,lijn,vezels,textuur,shop,merk,merk2,fosfor,ca:p,intact,castraat,sensitive2,graanvrij2,bio2,ingr2,fosfor2,sensitive,graanvrij,bio,ingr
1773261189-1206,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en zalm,€ 3.37,37%,51%,12%,0.98,NatureCare,2.3%,Paté,Medpets,Prins,Prins,235,1.17,2,2,2,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1207,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zeevis,€ 3.32,51%,37%,12%,0.87,NutriSavour – Delicate,1.4%,Saus,Zooplus,Pro Plan (Purina),Pro Plan (Purina),NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1208,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 3.40,54%,33%,13%,0.85,NutriSavour – Sterilised,2.3%,Saus,Zooplus,Pro Plan (Purina),Pro Plan (Purina),NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1209,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Eend,€ 2.45,32%,51%,17%,0.76,Filets in jelly,2.9%,Paté,Medpets,Profine,Profine,NB,NB,3,4,3,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1210,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 3.03,34%,52%,14%,0.73,Filets in jelly,3.1%,Paté,Diebo,Profine,Profine,NB,NB,3,4,3,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1211,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 2.57,34%,53%,13%,0.72,Filets in jelly,3.1%,Paté,Medpets,Profine,Profine,NB,NB,3,4,3,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1212,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn,€ 2.91,32%,50%,17%,0.76,Filets in jelly,2.9%,Paté,Diebo,Profine,Profine,NB,NB,3,4,3,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1213,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Lam,€ 3.38,35%,39%,26%,0.65,Filets in jelly – Sterilized,3.1%,Paté,Diebo,Profine,Profine,NB,NB,4,4,3,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1214,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 1.86,50%,40%,10%,0.84,Adult,1.9%,Saus,Jumbo,Purina One,Purina One,NB,NB,4,2,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1215,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 1.86,50%,40%,10%,0.84,Adult,1.9%,Saus,Jumbo,Purina One,Purina One,NB,NB,4,2,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1216,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen en eend,€ 2.01,51%,36%,13%,0.82,Adult – Difficult Appetite,1.4%,Saus,Jumbo,Purina One,Purina One,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1217,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en rund,€ 2.01,51%,36%,13%,0.82,Adult – Difficult Appetite,1.4%,Saus,Jumbo,Purina One,Purina One,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1218,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kipfilet en wild zwijn,€ 1.86,51%,48%,1%,0.98,Adult,1.7%,Fijne vleesreepjes,Zooplus,Purizon,Purizon,NB,NB,4,3,2,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1219,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kipfilet en zalm,€ 1.73,48%,45%,7%,1.05,Adult,1.2%,Fijne vleesreepjes,Zooplus,Purizon,Purizon,NB,NB,4,3,2,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1220,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Kipfilet, kalkoen en zalm",€ 1.80,50%,47%,3%,1.01,Adult,1.3%,Fijne vleesreepjes,Zooplus,Purizon,Purizon,NB,NB,4,3,2,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1221,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Kipfilet, zalm en lam",€ 1.77,49%,50%,2%,1.03,Adult,1.7%,Fijne vleesreepjes,Zooplus,Purizon,Purizon,NB,NB,4,3,2,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1222,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Eend, kip en courgette",€ 1.56,35%,65%,0%,1.37,Organic,3.6%,Paté,Zooplus,Purizon,Purizon,NB,NB,4,5,3,J,J,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1223,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Kip, gans en pompoen",€ 1.69,36%,61%,3%,1.26,Organic,4.0%,Paté,Zooplus,Purizon,Purizon,NB,NB,5,5,3,J,J,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1224,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Rund, kip en wortel",€ 1.81,39%,61%,0%,1.18,Organic,4.0%,Paté,Zooplus,Purizon,Purizon,NB,NB,5,4,3,J,J,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1225,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Zalm, kip en spinazie",€ 1.57,33%,64%,2%,1.36,Organic,4.5%,Paté,Zooplus,Purizon,Purizon,NB,NB,4,5,3,J,J,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1226,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm en Kip,?,#VALUE!,NB,#VALUE!,NB,Organic – Graanvrij,NB,Paté,Zooplus,Purizon,Purizon,NB,NB,Coming Soon,Coming Soon,3,J,J,NB,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,
1773261189-1227,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en everzwijn,?,#VALUE!,NB,#VALUE!,NB,Original – graanvrij,NB,Paté,Zooplus,Purizon,Purizon,NB,NB,Coming Soon,Coming Soon,3,J,N,NB,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773261189-1228,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en zalm,?,#VALUE!,NB,#VALUE!,NB,Original – graanvrij,NB,Paté,Zooplus,Purizon,Purizon,NB,NB,Coming Soon,Coming Soon,3,J,N,NB,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773261189-1229,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Kip, lam en zalm",?,#VALUE!,NB,#VALUE!,NB,Original – graanvrij,NB,Paté,Zooplus,Purizon,Purizon,NB,NB,Coming Soon,Coming Soon,3,J,N,NB,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,
1773261189-1230,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen en heidebloemen,€ 1.52,36%,61%,2%,1.25,Single Meat,0.8%,Paté,Zooplus,Purizon,Purizon,NB,NB,5,5,3,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1231,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en kamille,€ 1.90,46%,51%,3%,1.00,Single Meat,0.9%,Paté,Zooplus,Purizon,Purizon,NB,NB,4,3,2,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1232,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Lam en hopbloesems,€ 1.76,42%,55%,3%,1.08,Single Meat,0.9%,Paté,Zooplus,Purizon,Purizon,NB,NB,5,4,3,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1233,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rundvlees en hibiscusbloemen,€ 1.67,40%,60%,0%,1.13,Single Meat,0.9%,Paté,Zooplus,Purizon,Purizon,NB,NB,5,4,3,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1234,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Kip, haring, pompoen, granaatappel",€ 3.52,47%,37%,16%,0.96,Superfoods,4.0%,Vleesreepjes,Zooplus,Purizon,Purizon,NB,NB,4,3,2,J,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1235,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Tonijn, kabeljauw, zoete aardappel en appel",€ 3.70,57%,37%,5%,0.91,Superfoods,2.9%,Vleesreepjes,Zooplus,Purizon,Purizon,NB,NB,4,3,2,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1236,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Wild zwijn, haring, zoete aardappel en appel",€ 3.34,45%,42%,13%,1.01,Superfoods,2.8%,Vleesreepjes,Zooplus,Purizon,Purizon,NB,NB,4,3,2,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1237,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Wild, haring, pompoen en granaatappel",€ 3.58,48%,38%,14%,0.95,Superfoods,4.0%,Vleesreepjes,Zooplus,Purizon,Purizon,NB,NB,4,2,2,J,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1238,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen en kip,€ 2.68,37%,55%,8%,1.03,Kattenworst – Adult,1.8%,Paté,MaxiZoo (BE),Real Nature,Real Nature,195,1.50,3,3,3,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1239,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en tonijn,€ 3.06,45%,53%,2%,0.90,Kattenworst – Adult,2.0%,Paté,MaxiZoo (BE),Real Nature,Real Nature,211,1.42,2,1,1,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1240,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Kip, asperge en snijbiet",€ 3.00,40%,55%,5%,0.92,Kattenworst – Adult,2.0%,Paté,MaxiZoo (BE),Real Nature,Real Nature,207,1.42,2,1,2,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1241,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund en lam,€ 2.70,36%,56%,8%,1.02,Kattenworst – Adult,1.8%,Paté,MaxiZoo (BE),Real Nature,Real Nature,196,1.50,2,3,3,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1242,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen en kip,€ 1.72,54%,40%,6%,0.81,Original – Adult – Blik,3.0%,Paté,MaxiZoo (BE),Real Nature,Real Nature,173,1.29,2,2,1,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1243,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Kip, tonijn en garnalen",€ 1.40,38%,51%,11%,0.99,Original – Adult – Blik,2.2%,Paté,MaxiZoo (BE),Real Nature,Real Nature,272,1.96,3,2,2,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1244,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Konijn en gevogelte,€ 1.51,38%,57%,5%,0.92,Original – Adult – Blik,2.0%,Paté,MaxiZoo (BE),Real Nature,Real Nature,238,1.14,2,2,2,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1245,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Lam en hert,€ 1.52,38%,56%,7%,0.91,Original – Adult – Blik,2.4%,Paté,MaxiZoo (BE),Real Nature,Real Nature,427,1.59,4,3,3,N,N,1,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1246,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Lam en rund,€ 0.94,36%,59%,5%,1.04,Original – Adult – Blik,0.5%,Paté,MaxiZoo (BE),Real Nature,Real Nature,164,1.35,3,4,3,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1247,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund en gevogelte,€ 1.58,40%,54%,6%,0.88,Original – Adult – Blik,2.5%,Paté,MaxiZoo (BE),Real Nature,Real Nature,285,1.20,3,1,2,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1248,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund en kip,€ 1.07,40%,55%,5%,0.91,Original – Adult – Blik,2.5%,Paté,MaxiZoo (BE),Real Nature,Real Nature,209,1.26,2,1,2,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1249,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn en kip,€ 1.46,40%,49%,11%,0.95,Original – Adult – Blik,1.4%,Paté,MaxiZoo (BE),Real Nature,Real Nature,220,1.38,3,1,1,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1250,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm en kip,€ 1.63,44%,54%,2%,0.85,Original – Adult – Blik,1.6%,Paté,MaxiZoo (BE),Real Nature,Real Nature,282,1.17,2,1,1,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1251,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Lam en kip,€ 1.79,38%,49%,13%,0.78,Original – Adult – Blik – Light,2.8%,Paté,MaxiZoo (BE),Real Nature,Real Nature,283,1.09,3,2,2,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1252,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Gevogelte en bruine rijst,€ 3.91,56%,40%,5%,0.75,Original – Adult – Kuipje – Jelly,10.5%,Gelei,MaxiZoo (BE),Real Nature,Real Nature,NB,NB,4,4,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1253,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Gevogelte en zalm,€ 3.91,53%,40%,7%,0.75,Original – Adult – Kuipje – Jelly,2.6%,Gelei,MaxiZoo (BE),Real Nature,Real Nature,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
